,VehicleID,Travel_Time,Startpoint,Endpoint
909,Truck45883,63,SourceSink13023,12871
910,Truck46169,12,SourceSink12254,11303
911,Truck43734,418,SourceSink13040,12355
912,Truck44556,286,SourceSink12254,12657
913,Truck44620,274,SourceSink10000,12630
914,Truck45716,92,SourceSink12749,12630
915,Truck43508,455,SourceSink12749,12800
916,Truck43726,419,SourceSink11303,13033
917,Truck45409,146,SourceSink13040,13011
918,Truck44834,243,SourceSink12541,12629
919,Truck45136,194,SourceSink12624,12657
920,Truck43526,455,SourceSink12749,12800
921,Truck43728,421,SourceSink12541,12750
922,Truck44763,257,SourceSink12355,12749
923,Truck44968,223,SourceSink12254,12625
924,Truck45014,216,SourceSink13011,12800
925,Truck45212,180,SourceSink12624,10000
926,Truck46092,30,SourceSink13034,13022
927,Truck43771,417,SourceSink13022,10000
928,Truck45735,92,SourceSink12630,12749
929,Truck46195,13,SourceSink13012,13033
930,Truck44745,261,SourceSink11302,12756
931,Truck45438,146,SourceSink13040,13011
932,Truck44041,375,SourceSink12541,12253
933,Truck45221,183,SourceSink12757,12749
934,Truck46211,13,SourceSink13033,13012
935,Truck44512,303,SourceSink13022,12541
936,Truck45255,178,SourceSink11303,12624
937,Truck46020,48,SourceSink12630,12657
938,Truck46137,26,SourceSink13040,13023
939,Truck45130,202,SourceSink12355,12800
940,Truck45369,158,SourceSink12657,12799
941,Truck45832,81,SourceSink12253,13012
942,Truck43567,455,SourceSink13022,12354
943,Truck43753,425,SourceSink13023,10000
944,Truck43887,403,SourceSink12542,12871
945,Truck46017,50,SourceSink12354,11303
946,Truck44799,258,SourceSink11302,12799
947,Truck45172,197,SourceSink13012,12800
948,Truck45198,190,SourceSink12541,12624
949,Truck46244,13,SourceSink13033,13012
950,Truck44033,382,SourceSink12629,12870
951,Truck44840,252,SourceSink12541,12871
952,Truck45353,163,SourceSink12630,12750
953,Truck43677,440,SourceSink13034,12254
954,Truck44587,294,SourceSink12542,12757
955,Truck45089,213,SourceSink12657,12355
956,Truck45837,84,SourceSink11303,12355
957,Truck46128,32,SourceSink13022,13040
958,Truck43816,419,SourceSink13033,11303
959,Truck45388,161,SourceSink12624,12656
960,Truck45432,155,SourceSink12541,12542
961,Truck43932,401,SourceSink12254,12750
962,Truck45654,118,SourceSink10000,12541
963,Truck46309,6,SourceSink13040,13034
964,Truck44654,284,SourceSink12630,12541
965,Truck45043,223,SourceSink10000,12800
966,Truck45291,180,SourceSink10000,12624
967,Truck43482,475,SourceSink12354,13034
968,Truck44270,348,SourceSink12757,12355
969,Truck44608,294,SourceSink12657,11303
970,Truck45069,220,SourceSink13040,12800
971,Truck45174,202,SourceSink12629,12757
972,Truck45983,62,SourceSink12542,12355
973,Truck43702,440,SourceSink12254,12799
974,Truck44171,364,SourceSink11303,12871
975,Truck45998,62,SourceSink12355,12542
976,Truck44114,375,SourceSink12541,12253
977,Truck44407,329,SourceSink12624,12757
978,Truck44557,306,SourceSink12657,12541
979,Truck45321,178,SourceSink11303,12624
980,Truck45524,146,SourceSink13040,13011
981,Truck45600,132,SourceSink13023,13011
982,Truck44839,261,SourceSink12354,12800
983,Truck45666,123,SourceSink13012,13011
984,Truck46011,62,SourceSink12355,12542
985,Truck46271,18,SourceSink13023,13022
986,Truck43609,460,SourceSink12799,12541
987,Truck43669,450,SourceSink12799,10000
988,Truck43746,437,SourceSink10000,13034
989,Truck43894,414,SourceSink13011,12355
990,Truck44178,367,SourceSink12355,12799
991,Truck44520,315,SourceSink12354,12630
992,Truck45033,232,SourceSink13022,12870
993,Truck45552,143,SourceSink12541,12870
994,Truck43899,414,SourceSink12355,13011
995,Truck44013,396,SourceSink12355,13022
996,Truck45152,213,SourceSink12355,12657
997,Truck45908,82,SourceSink13022,12253
998,Truck45110,221,SourceSink12624,12354
999,Truck46318,13,SourceSink13012,13033
1000,Truck43787,435,SourceSink11303,13034
1001,Truck43976,403,SourceSink12871,12542
1002,Truck44489,323,SourceSink13034,12541
1003,Truck45213,202,SourceSink12799,12630
1004,Truck45285,190,SourceSink12541,12624
1005,Truck45311,185,SourceSink12354,12542
1006,Truck45546,147,SourceSink12871,12800
1007,Truck45673,126,SourceSink12542,12656
1008,Truck46088,52,SourceSink12354,10000
1009,Truck46375,6,SourceSink12756,12750
1010,Truck43679,452,SourceSink12354,12750
1011,Truck43880,420,SourceSink13022,12254
1012,Truck44149,375,SourceSink12541,12253
1013,Truck44459,329,SourceSink12757,12624
1014,Truck46328,14,SourceSink13033,13022
1015,Truck46337,12,SourceSink11303,12254
1016,Truck43673,454,SourceSink12354,12756
1017,Truck45327,184,SourceSink12629,12756
1018,Truck43648,459,SourceSink12354,13033
1019,Truck43689,453,SourceSink13012,12542
1020,Truck44804,274,SourceSink12542,12750
1021,Truck44885,261,SourceSink11302,12756
1022,Truck45344,182,SourceSink12750,12625
1023,Truck45577,144,SourceSink10000,12542
1024,Truck45687,126,SourceSink12542,12656
1025,Truck45265,198,SourceSink13022,12800
1026,Truck45583,144,SourceSink10000,12542
1027,Truck45588,142,SourceSink11303,12542
1028,Truck45771,111,SourceSink12749,12625
1029,Truck46283,24,SourceSink12757,12750
1030,Truck43799,438,SourceSink12254,13011
1031,Truck46114,52,SourceSink10000,12354
1032,Truck46129,48,SourceSink12657,12630
1033,Truck46363,13,SourceSink13012,13033
1034,Truck43691,455,SourceSink12354,13022
1035,Truck43937,416,SourceSink10000,13012
1036,Truck46106,55,SourceSink13022,12871
1037,Truck43716,453,SourceSink13012,12542
1038,Truck44642,302,SourceSink13012,12541
1039,Truck45371,181,SourceSink12870,12871
1040,Truck45700,127,SourceSink12253,12871
1041,Truck43475,492,SourceSink12253,12254
1042,Truck43863,429,SourceSink11303,12757
1043,Truck45263,202,SourceSink12800,12355
1044,Truck45389,180,SourceSink12656,12355
1045,Truck45881,97,SourceSink12624,12355
1046,Truck46320,22,SourceSink13040,13033
1047,Truck46385,12,SourceSink12254,11303
1048,Truck43460,497,SourceSink12624,13023
1049,Truck45036,243,SourceSink12541,12629
1050,Truck46342,20,SourceSink13034,13033
1051,Truck44053,401,SourceSink12254,12750
1052,Truck44867,270,SourceSink12253,12800
1053,Truck46086,63,SourceSink12871,13023
1054,Truck45343,190,SourceSink12541,12624
1055,Truck45988,81,SourceSink13012,12253
1056,Truck46402,13,SourceSink13012,13033
1057,Truck43506,491,SourceSink12354,12799
1058,Truck43971,416,SourceSink13012,10000
1059,Truck43989,414,SourceSink13012,11303
1060,Truck44947,261,SourceSink12354,12800
1061,Truck44988,253,SourceSink12656,12254
1062,Truck45702,132,SourceSink13023,13011
1063,Truck45755,121,SourceSink12541,12254
1064,Truck43902,428,SourceSink12254,13023
1065,Truck46191,48,SourceSink12657,12630
1066,Truck43959,420,SourceSink12254,13022
1067,Truck44995,255,SourceSink11303,12870
1068,Truck45439,180,SourceSink12355,12656
1069,Truck45496,170,SourceSink12254,12624
1070,Truck43879,435,SourceSink13011,10000
1071,Truck43881,435,SourceSink13034,11303
1072,Truck44004,416,SourceSink13012,10000
1073,Truck44448,345,SourceSink12871,12355
1074,Truck45947,92,SourceSink12630,12749
1075,Truck46154,56,SourceSink13034,12253
1076,Truck46240,43,SourceSink12624,12542
1077,Truck46473,6,SourceSink13040,13034
1078,Truck43542,491,SourceSink12354,12799
1079,Truck43628,477,SourceSink13040,12354
1080,Truck44010,416,SourceSink13034,12355
1081,Truck44510,337,SourceSink12354,12657
1082,Truck44713,302,SourceSink12541,13012
1083,Truck44961,263,SourceSink10000,12656
1084,Truck46477,6,SourceSink12750,12756
1085,Truck44257,375,SourceSink12541,12253
1086,Truck45205,221,SourceSink12624,12354
1087,Truck45669,144,SourceSink10000,12542
1088,Truck46202,50,SourceSink12354,11303
1089,Truck43883,437,SourceSink11303,13040
1090,Truck44032,414,SourceSink12355,13011
1091,Truck45035,253,SourceSink12254,12656
1092,Truck44056,411,SourceSink12657,12800
1093,Truck46216,50,SourceSink12354,11303
1094,Truck46390,24,SourceSink13034,13023
1095,Truck43776,458,SourceSink12542,13033
1096,Truck44016,419,SourceSink13033,11303
1097,Truck43898,438,SourceSink12254,13011
1098,Truck44342,366,SourceSink10000,12871
1099,Truck44756,302,SourceSink12541,13012
1100,Truck44939,272,SourceSink11303,12630
1101,Truck45220,223,SourceSink12625,12254
1102,Truck46472,12,SourceSink12254,11303
1103,Truck43660,477,SourceSink12354,13040
1104,Truck44760,303,SourceSink13022,12541
1105,Truck45660,150,SourceSink12355,12625
1106,Truck45661,150,SourceSink12629,12355
1107,Truck43772,462,SourceSink13023,12542
1108,Truck43907,439,SourceSink13040,10000
1109,Truck43916,437,SourceSink12625,11302
1110,Truck44051,416,SourceSink13034,12355
1111,Truck46033,86,SourceSink10000,12355
1112,Truck45158,239,SourceSink11302,12757
1113,Truck43908,440,SourceSink12254,12799
1114,Truck43983,428,SourceSink12254,13023
1115,Truck44493,348,SourceSink12629,12800
1116,Truck45779,131,SourceSink12624,12629
1117,Truck45984,96,SourceSink12625,12542
1118,Truck46378,32,SourceSink13022,13040
1119,Truck46541,6,SourceSink13040,13034
1120,Truck43981,429,SourceSink11303,12757
1121,Truck44158,400,SourceSink12355,13033
1122,Truck45408,197,SourceSink13012,12800
1123,Truck43483,511,SourceSink12624,13040
1124,Truck43808,460,SourceSink12799,12541
1125,Truck43870,448,SourceSink11303,12799
1126,Truck45370,202,SourceSink12799,12630
1127,Truck45692,150,SourceSink12629,12355
1128,Truck44516,348,SourceSink12757,12355
1129,Truck46448,24,SourceSink13034,13023
1130,Truck44073,418,SourceSink12630,11302
1131,Truck44206,396,SourceSink12355,13022
1132,Truck44996,270,SourceSink12253,12800
1133,Truck45098,253,SourceSink12254,12656
1134,Truck46094,81,SourceSink12253,13012
1135,Truck46453,24,SourceSink12750,12757
1136,Truck43827,459,SourceSink13033,12354
1137,Truck44088,416,SourceSink13034,12355
1138,Truck44629,328,SourceSink12355,12750
1139,Truck45223,231,SourceSink11303,12625
1140,Truck46429,29,SourceSink13012,13034
1141,Truck43649,488,SourceSink12624,13012
1142,Truck44005,431,SourceSink10000,12757
1143,Truck44803,303,SourceSink12541,13022
1144,Truck44851,295,SourceSink12624,12800
1145,Truck45280,223,SourceSink12254,12625
1146,Truck46530,14,SourceSink13022,13033
1147,Truck43955,440,SourceSink12254,13034
1148,Truck44811,303,SourceSink13022,12541
1149,Truck45878,123,SourceSink13012,13011
1150,Truck43840,460,SourceSink12799,12541
1151,Truck44085,419,SourceSink12254,13012
1152,Truck44541,348,SourceSink12629,12800
1153,Truck44865,295,SourceSink12870,12354
1154,Truck44871,294,SourceSink12757,12542
1155,Truck45096,257,SourceSink10000,12870
1156,Truck45488,191,SourceSink12799,12656
1157,Truck46560,9,SourceSink13012,13022
1158,Truck44045,428,SourceSink13023,12254
1159,Truck45000,274,SourceSink10000,12630
1160,Truck45946,111,SourceSink12629,12749
1161,Truck44165,409,SourceSink11303,12750
1162,Truck44800,309,SourceSink12624,12750
1163,Truck45080,263,SourceSink10000,12656
1164,Truck45565,180,SourceSink12624,10000
1165,Truck45898,123,SourceSink13012,13011
1166,Truck43558,509,SourceSink13034,12624
1167,Truck44156,411,SourceSink10000,12750
1168,Truck45107,260,SourceSink12254,12870
1169,Truck46471,29,SourceSink13034,13012
1170,Truck43793,474,SourceSink13034,12542
1171,Truck44180,409,SourceSink12750,11303
1172,Truck45516,191,SourceSink12799,12656
1173,Truck44106,421,SourceSink12254,12757
1174,Truck45689,163,SourceSink12750,12749
1175,Truck44453,369,SourceSink12254,12871
1176,Truck45341,221,SourceSink12799,12625
1177,Truck46488,29,SourceSink13012,13034
1178,Truck46513,26,SourceSink13040,13023
1179,Truck43703,489,SourceSink12624,13022
1180,Truck44147,417,SourceSink13022,10000
1181,Truck44155,416,SourceSink13034,12355
1182,Truck44284,396,SourceSink13022,12355
1183,Truck44753,323,SourceSink13034,12541
1184,Truck44918,295,SourceSink12354,12870
1185,Truck45564,185,SourceSink12354,12542
1186,Truck45706,161,SourceSink12656,12624
1187,Truck43952,450,SourceSink10000,12799
1188,Truck44007,442,SourceSink12254,13040
1189,Truck44506,364,SourceSink12871,11303
1190,Truck45157,257,SourceSink10000,12870
1191,Truck45347,221,SourceSink12625,12799
1192,Truck46503,29,SourceSink13012,13034
1193,Truck45296,232,SourceSink13022,12870
1194,Truck46489,32,SourceSink13022,13040
1195,Truck44083,431,SourceSink12757,10000
1196,Truck44202,412,SourceSink12870,12656
1197,Truck44444,374,SourceSink11302,12657
1198,Truck45745,156,SourceSink12354,12541
1199,Truck46476,34,SourceSink12629,12656
1200,Truck46532,26,SourceSink12756,12757
1201,Truck46588,14,SourceSink10000,12254
1202,Truck44308,396,SourceSink13022,12355
1203,Truck44445,375,SourceSink12253,12541
1204,Truck44891,303,SourceSink12541,13022
1205,Truck45361,221,SourceSink12625,12799
1206,Truck46019,111,SourceSink12625,12749
1207,Truck46099,96,SourceSink12542,12625
1208,Truck46336,58,SourceSink13040,12253
1209,Truck46571,20,SourceSink13034,13033
1210,Truck44208,413,SourceSink12756,10000
1211,Truck44261,404,SourceSink12871,12354
1212,Truck44465,374,SourceSink12657,11302
1213,Truck45164,259,SourceSink11302,12750
1214,Truck43987,450,SourceSink12799,10000
1215,Truck44144,423,SourceSink12630,12870
1216,Truck44535,364,SourceSink12871,11303
1217,Truck44676,338,SourceSink12749,11303
1218,Truck44841,313,SourceSink12542,12799
1219,Truck45375,221,SourceSink12354,12624
1220,Truck45504,202,SourceSink12355,12800
1221,Truck45870,139,SourceSink12657,12757
1222,Truck46549,26,SourceSink13040,13023
1223,Truck43627,509,SourceSink13034,12624
1224,Truck43934,460,SourceSink12799,12541
1225,Truck44196,417,SourceSink13022,10000
1226,Truck45197,254,SourceSink13040,12870
1227,Truck45572,191,SourceSink12656,12799
1228,Truck45971,121,SourceSink12657,12756
1229,Truck43770,488,SourceSink13012,12624
1230,Truck43885,468,SourceSink12355,12253
1231,Truck44159,423,SourceSink12541,12756
1232,Truck46652,9,SourceSink13012,13022
1233,Truck43773,489,SourceSink10000,12253
1234,Truck45413,221,SourceSink12800,11303
1235,Truck46227,81,SourceSink13012,12253
1236,Truck46257,76,SourceSink12254,12355
1237,Truck46679,6,SourceSink12756,12750
1238,Truck43988,455,SourceSink12800,12749
1239,Truck44225,416,SourceSink13012,10000
1240,Truck46235,81,SourceSink13012,12253
1241,Truck46516,37,SourceSink12656,12657
1242,Truck46586,24,SourceSink12757,12750
1243,Truck45184,261,SourceSink11303,12656
1244,Truck45193,259,SourceSink11302,12750
1245,Truck45218,255,SourceSink11303,12870
1246,Truck44569,364,SourceSink11303,12871
1247,Truck45482,213,SourceSink12355,12657
1248,Truck45834,152,SourceSink12750,12656
1249,Truck46076,109,SourceSink12541,12800
1250,Truck46273,76,SourceSink12253,13023
1251,Truck44022,453,SourceSink13012,12542
1252,Truck44084,442,SourceSink13040,12254
1253,Truck45129,274,SourceSink12354,12629
1254,Truck45362,231,SourceSink12870,13012
1255,Truck45189,264,SourceSink12630,12254
1256,Truck45726,172,SourceSink12757,12656
1257,Truck45372,232,SourceSink13022,12870
1258,Truck43488,542,SourceSink13022,12625
1259,Truck44244,419,SourceSink13033,11303
1260,Truck45031,294,SourceSink12657,11303
1261,Truck45385,231,SourceSink11303,12629
1262,Truck45633,191,SourceSink12355,12630
1263,Truck46444,54,SourceSink12871,13012
1264,Truck45614,194,SourceSink12624,12657
1265,Truck45904,144,SourceSink10000,12542
1266,Truck45907,144,SourceSink13011,13034
1267,Truck44409,395,SourceSink13012,12355
1268,Truck45714,178,SourceSink11303,12624
1269,Truck45809,161,SourceSink12624,12656
1270,Truck45852,155,SourceSink12542,12541
1271,Truck46529,43,SourceSink12624,12542
1272,Truck46575,34,SourceSink12656,12629
1273,Truck46635,22,SourceSink13033,13040
1274,Truck44362,403,SourceSink12871,12542
1275,Truck45701,182,SourceSink12625,12750
1276,Truck46325,75,SourceSink12871,13034
1277,Truck46455,56,SourceSink13034,12253
1278,Truck44987,304,SourceSink12253,12870
1279,Truck45839,159,SourceSink12542,12657
1280,Truck46438,59,SourceSink13033,12871
1281,Truck44058,454,SourceSink12354,13012
1282,Truck44720,348,SourceSink12355,12757
1283,Truck45619,198,SourceSink13022,12800
1284,Truck46059,121,SourceSink12254,12541
1285,Truck43944,474,SourceSink13034,12542
1286,Truck44066,454,SourceSink12542,13022
1287,Truck44069,454,SourceSink12756,12354
1288,Truck44314,414,SourceSink12355,13011
1289,Truck44434,396,SourceSink13022,12355
1290,Truck44886,323,SourceSink12541,13034
1291,Truck45634,197,SourceSink12800,13012
1292,Truck45734,178,SourceSink11303,12624
1293,Truck45889,152,SourceSink12750,12656
1294,Truck46697,17,SourceSink13012,13023
1295,Truck45875,156,SourceSink12354,12541
1296,Truck46610,31,SourceSink13040,13012
1297,Truck44559,378,SourceSink12800,12656
1298,Truck44998,307,SourceSink12541,13033
1299,Truck46280,87,SourceSink12355,10000
1300,Truck43848,492,SourceSink12254,12253
1301,Truck44243,428,SourceSink13023,12254
1302,Truck44328,415,SourceSink11303,13022
1303,Truck46640,29,SourceSink13012,13034
1304,Truck43452,560,SourceSink12750,12870
1305,Truck44311,419,SourceSink11303,13033
1306,Truck44933,321,SourceSink12541,13011
1307,Truck45447,233,SourceSink10000,12629
1308,Truck45449,233,SourceSink12625,10000
1309,Truck45458,232,SourceSink13022,12870
1310,Truck46490,58,SourceSink13040,12253
1311,Truck46527,52,SourceSink12354,10000
1312,Truck46689,23,SourceSink12799,12757
1313,Truck45886,159,SourceSink12657,12542
1314,Truck43573,541,SourceSink13012,12625
1315,Truck45275,264,SourceSink12254,12630
1316,Truck45299,259,SourceSink11302,12750
1317,Truck45858,165,SourceSink12630,12756
1318,Truck46641,32,SourceSink13040,13022
1319,Truck46702,23,SourceSink12799,12757
1320,Truck43574,542,SourceSink13022,12629
1321,Truck43659,527,SourceSink12253,12354
1322,Truck44364,414,SourceSink13012,11303
1323,Truck45766,180,SourceSink10000,12624
1324,Truck45968,146,SourceSink13040,13011
1325,Truck46262,96,SourceSink12542,12629
1326,Truck46701,24,SourceSink12750,12757
1327,Truck46704,24,SourceSink13034,13023
1328,Truck43469,560,SourceSink12750,12870
1329,Truck44213,439,SourceSink13040,10000
1330,Truck46322,87,SourceSink12355,10000
1331,Truck46531,56,SourceSink13034,12253
1332,Truck43458,564,SourceSink13040,12625
1333,Truck43682,526,SourceSink12800,12750
1334,Truck46187,111,SourceSink12749,12625
1335,Truck43602,541,SourceSink13012,12629
1336,Truck44077,463,SourceSink12354,13023
1337,Truck44653,369,SourceSink12254,12871
1338,Truck45351,253,SourceSink12656,12254
1339,Truck45446,240,SourceSink12870,13023
1340,Truck45727,191,SourceSink12799,12656
1341,Truck46725,24,SourceSink13034,13023
1342,Truck46829,6,SourceSink13034,13040
1343,Truck44034,472,SourceSink12757,12354
1344,Truck44335,423,SourceSink12870,12630
1345,Truck44359,418,SourceSink12355,13040
1346,Truck44404,411,SourceSink11303,12756
1347,Truck45478,236,SourceSink13033,12870
1348,Truck45789,180,SourceSink12355,12656
1349,Truck45896,163,SourceSink12630,12750
1350,Truck46547,55,SourceSink12871,13022
1351,Truck46685,31,SourceSink13040,13012
1352,Truck44143,453,SourceSink12542,13012
1353,Truck44350,421,SourceSink12254,12757
1354,Truck45338,258,SourceSink11302,12799
1355,Truck45890,165,SourceSink12756,12630
1356,Truck46698,30,SourceSink13034,13022
1357,Truck45346,257,SourceSink12355,12749
1358,Truck45709,198,SourceSink13022,12800
1359,Truck45975,150,SourceSink12355,12625
1360,Truck46856,4,SourceSink12625,12629
1361,Truck45959,154,SourceSink12656,12756
1362,Truck46116,127,SourceSink12354,12355
1363,Truck46185,116,SourceSink11303,12541
1364,Truck46186,116,SourceSink12541,11303
1365,Truck46308,96,SourceSink12629,12542
1366,Truck45523,232,SourceSink13022,12870
1367,Truck44138,458,SourceSink13033,12542
1368,Truck44286,435,SourceSink10000,13011
1369,Truck44993,323,SourceSink13034,12541
1370,Truck45324,264,SourceSink12254,12630
1371,Truck45506,236,SourceSink12870,13033
1372,Truck46743,26,SourceSink12756,12757
1373,Truck46812,14,SourceSink12254,10000
1374,Truck44370,423,SourceSink12756,12541
1375,Truck44451,411,SourceSink11303,12756
1376,Truck45120,303,SourceSink12541,13022
1377,Truck45426,250,SourceSink12870,13011
1378,Truck45526,233,SourceSink12629,10000
1379,Truck46557,59,SourceSink12871,13033
1380,Truck46719,32,SourceSink13022,13040
1381,Truck45822,183,SourceSink12630,12757
1382,Truck45891,172,SourceSink12757,12656
1383,Truck43468,572,SourceSink12656,13022
1384,Truck44169,458,SourceSink13033,12542
1385,Truck45423,253,SourceSink12254,12656
1386,Truck45558,231,SourceSink13012,12870
1387,Truck46584,58,SourceSink13040,12253
1388,Truck43525,564,SourceSink12625,13040
1389,Truck44001,487,SourceSink11303,12253
1390,Truck44379,425,SourceSink10000,13023
1391,Truck45993,156,SourceSink12541,12354
1392,Truck46181,124,SourceSink13011,13022
1393,Truck43543,562,SourceSink13034,12625
1394,Truck44469,414,SourceSink11303,13012
1395,Truck46349,97,SourceSink12355,12624
1396,Truck43484,572,SourceSink12656,13022
1397,Truck43675,541,SourceSink13012,12625
1398,Truck44477,414,SourceSink13012,11303
1399,Truck46441,84,SourceSink11303,12355
1400,Truck46630,50,SourceSink12354,11303
1401,Truck44320,439,SourceSink13040,10000
1402,Truck44471,416,SourceSink13012,10000
1403,Truck45622,223,SourceSink10000,12800
1404,Truck45955,165,SourceSink12756,12630
1405,Truck46505,76,SourceSink13023,12253
1406,Truck46577,63,SourceSink12871,13023
1407,Truck46780,29,SourceSink13012,13034
1408,Truck46843,18,SourceSink13022,13023
1409,Truck45923,172,SourceSink12656,12757
1410,Truck43637,550,SourceSink13023,12625
1411,Truck43662,546,SourceSink12629,13033
1412,Truck43693,541,SourceSink13012,12629
1413,Truck44200,459,SourceSink12354,13033
1414,Truck44238,452,SourceSink12354,12750
1415,Truck45925,172,SourceSink12630,12624
1416,Truck44234,454,SourceSink13022,12542
1417,Truck44242,453,SourceSink13012,12542
1418,Truck44472,419,SourceSink13033,11303
1419,Truck45788,196,SourceSink12253,13011
1420,Truck46395,96,SourceSink12625,12542
1421,Truck46931,6,SourceSink13034,13040
1422,Truck43652,550,SourceSink13023,12629
1423,Truck43699,542,SourceSink13022,12625
1424,Truck44322,442,SourceSink12254,13040
1425,Truck44758,374,SourceSink12657,11302
1426,Truck46882,14,SourceSink10000,12254
1427,Truck44534,411,SourceSink12657,12800
1428,Truck45430,261,SourceSink11302,12756
1429,Truck45602,231,SourceSink13012,12870
1430,Truck46820,26,SourceSink12757,12756
1431,Truck46947,6,SourceSink13034,13040
1432,Truck46948,6,SourceSink13040,13034
1433,Truck44491,418,SourceSink11302,12749
1434,Truck45903,181,SourceSink12870,12871
1435,Truck46500,82,SourceSink12253,13022
1436,Truck46637,56,SourceSink12253,13034
1437,Truck46844,24,SourceSink13034,13023
1438,Truck43641,554,SourceSink12657,12871
1439,Truck43723,541,SourceSink13012,12625
1440,Truck45953,172,SourceSink12630,12624
1441,Truck46412,97,SourceSink12355,12541
1442,Truck46627,59,SourceSink12871,13033
1443,Truck46653,55,SourceSink13022,12871
1444,Truck43724,542,SourceSink13022,12625
1445,Truck44139,474,SourceSink13034,12542
1446,Truck43611,562,SourceSink13034,12625
1447,Truck45206,302,SourceSink13012,12541
1448,Truck46171,137,SourceSink12542,12630
1449,Truck46899,17,SourceSink13012,13023
1450,Truck45367,274,SourceSink12354,12629
1451,Truck46668,55,SourceSink12254,12354
1452,Truck43497,582,SourceSink13012,12630
1453,Truck44391,437,SourceSink11303,13040
1454,Truck45065,329,SourceSink12624,12870
1455,Truck45313,286,SourceSink12657,12254
1456,Truck45522,252,SourceSink12871,12541
1457,Truck46796,37,SourceSink12656,12657
1458,Truck46881,22,SourceSink13040,13033
1459,Truck43758,541,SourceSink12625,13012
1460,Truck44070,491,SourceSink12799,12354
1461,Truck44150,476,SourceSink12542,13040
1462,Truck44163,475,SourceSink13034,12354
1463,Truck44953,350,SourceSink12541,12749
1464,Truck45067,330,SourceSink12749,12254
1465,Truck45704,221,SourceSink12625,12799
1466,Truck46580,75,SourceSink13034,12871
1467,Truck46916,18,SourceSink13022,13023
1468,Truck46992,6,SourceSink13034,13040
1469,Truck43465,590,SourceSink13011,12656
1470,Truck44548,416,SourceSink13012,10000
1471,Truck46451,97,SourceSink12355,12624
1472,Truck46572,77,SourceSink13040,12871
1473,Truck46687,56,SourceSink12253,13034
1474,Truck44405,438,SourceSink12254,13011
1475,Truck44553,416,SourceSink13034,12355
1476,Truck44639,400,SourceSink13033,12355
1477,Truck44660,396,SourceSink12355,13022
1478,Truck45616,238,SourceSink12749,12624
1479,Truck46009,170,SourceSink12254,12624
1480,Truck46288,123,SourceSink13011,13012
1481,Truck46886,24,SourceSink13034,13023
1482,Truck46981,9,SourceSink13012,13022
1483,Truck43692,554,SourceSink12871,12657
1484,Truck44201,472,SourceSink12542,13011
1485,Truck44981,348,SourceSink12800,12625
1486,Truck45882,194,SourceSink12657,12624
1487,Truck46894,24,SourceSink12757,12750
1488,Truck46852,32,SourceSink13040,13022
1489,Truck44330,454,SourceSink13012,12354
1490,Truck44533,423,SourceSink12541,12756
1491,Truck45099,330,SourceSink12355,12756
1492,Truck45231,306,SourceSink12541,12657
1493,Truck45844,202,SourceSink12757,12625
1494,Truck46219,137,SourceSink12630,12542
1495,Truck46606,72,SourceSink12253,13033
1496,Truck43480,592,SourceSink13034,12656
1497,Truck44096,491,SourceSink12354,12799
1498,Truck44500,429,SourceSink11303,12757
1499,Truck44596,412,SourceSink12656,12870
1500,Truck44697,395,SourceSink12355,13012
1501,Truck45510,261,SourceSink12354,12800
1502,Truck45736,221,SourceSink12799,12629
1503,Truck45851,202,SourceSink12355,12800
1504,Truck43802,542,SourceSink13022,12629
1505,Truck43811,541,SourceSink13012,12625
1506,Truck44576,417,SourceSink13022,10000
1507,Truck44577,416,SourceSink10000,13012
1508,Truck45536,257,SourceSink10000,12870
1509,Truck46290,127,SourceSink12354,12355
1510,Truck44211,475,SourceSink12354,13034
1511,Truck44228,472,SourceSink12354,12757
1512,Truck44598,414,SourceSink13011,12355
1513,Truck45162,323,SourceSink13034,12541
1514,Truck45686,233,SourceSink10000,12625
1515,Truck46125,155,SourceSink12542,12541
1516,Truck47000,13,SourceSink13012,13033
1517,Truck43903,526,SourceSink12542,12253
1518,Truck46555,87,SourceSink12355,10000
1519,Truck46868,34,SourceSink12625,12656
1520,Truck43446,603,SourceSink12630,13034
1521,Truck45744,223,SourceSink10000,12800
1522,Truck43696,561,SourceSink12253,12624
1523,Truck44329,460,SourceSink12541,12799
1524,Truck45582,254,SourceSink13040,12870
1525,Truck44612,416,SourceSink13034,12355
1526,Truck44747,395,SourceSink12355,13012
1527,Truck45938,191,SourceSink12355,12630
1528,Truck45986,184,SourceSink12756,12629
1529,Truck46618,77,SourceSink12355,12254
1530,Truck46818,45,SourceSink12625,12630
1531,Truck43622,576,SourceSink13033,12656
1532,Truck44136,491,SourceSink12354,12799
1533,Truck45281,306,SourceSink12541,12657
1534,Truck45944,191,SourceSink12355,12630
1535,Truck43718,561,SourceSink12253,12624
1536,Truck44375,455,SourceSink12354,13022
1537,Truck45308,302,SourceSink13012,12541
1538,Truck46238,143,SourceSink12541,12870
1539,Truck43540,592,SourceSink13034,12656
1540,Truck43721,562,SourceSink13034,12625
1541,Truck44622,416,SourceSink12355,13034
1542,Truck44628,414,SourceSink11303,13012
1543,Truck45816,218,SourceSink13034,12800
1544,Truck46035,180,SourceSink12624,10000
1545,Truck46246,144,SourceSink10000,12542
1546,Truck43719,564,SourceSink12625,13040
1547,Truck43857,542,SourceSink13022,12629
