,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,N102_NorthWest,N102_SouthEast,N104_NorthEast,N104_SouthWest,N105_NorthWest,N105_SouthEast,N107_NorthWest,N107_SouthEast,N108_NorthEast,N108_SouthWest,N109_NorthEast,N109_SouthWest,N110_NorthWest,N110_SouthEast,N111_NorthWest,N111_SouthEast,N1_NorthWest,N1_SouthEast,N204_NorthEast,N204_SouthWest,N206_NorthEast,N206_SouthWest,N207_NorthEast,N207_SouthWest,N209_NorthWest,N209_SouthEast,N210_NorthEast,N210_SouthWest,N2_NorthEast,N2_SouthWest,N102_NorthWest,N102_SouthEast,N104_NorthEast,N104_SouthWest,N105_NorthWest,N105_SouthEast,N107_NorthWest,N107_SouthEast,N108_NorthEast,N108_SouthWest,N109_NorthEast,N109_SouthWest,N110_NorthWest,N110_SouthEast,N111_NorthWest,N111_SouthEast,N1_NorthWest,N1_SouthEast,N204_NorthEast,N204_SouthWest,N206_NorthEast,N206_SouthWest,N207_NorthEast,N207_SouthWest,N209_NorthWest,N209_SouthEast,N210_NorthEast,N210_SouthWest,N2_NorthEast,N2_SouthWest,N102_NorthWest,N102_SouthEast,N104_NorthEast,N104_SouthWest,N105_NorthWest,N105_SouthEast,N107_NorthWest,N107_SouthEast,N108_NorthEast,N108_SouthWest,N109_NorthEast,N109_SouthWest,N110_NorthWest,N110_SouthEast,N111_NorthWest,N111_SouthEast,N1_NorthWest,N1_SouthEast,N204_NorthEast,N204_SouthWest,N206_NorthEast,N206_SouthWest,N207_NorthEast,N207_SouthWest,N209_NorthWest,N209_SouthEast,N210_NorthEast,N210_SouthWest,N2_NorthEast,N2_SouthWest,N102_NorthWest,N102_SouthEast,N104_NorthEast,N104_SouthWest,N105_NorthWest,N105_SouthEast,N107_NorthWest,N107_SouthEast,N108_NorthEast,N108_SouthWest,N109_NorthEast,N109_SouthWest,N110_NorthWest,N110_SouthEast,N111_NorthWest,N111_SouthEast,N1_NorthWest,N1_SouthEast,N204_NorthEast,N204_SouthWest,N206_NorthEast,N206_SouthWest,N207_NorthEast,N207_SouthWest,N209_NorthWest,N209_SouthEast,N210_NorthEast,N210_SouthWest,N2_NorthEast,N2_SouthWest,N102_NorthWest,N102_SouthEast,N104_NorthEast,N104_SouthWest,N105_NorthWest,N105_SouthEast,N107_NorthWest,N107_SouthEast,N108_NorthEast,N108_SouthWest,N109_NorthEast,N109_SouthWest,N110_NorthWest,N110_SouthEast,N111_NorthWest,N111_SouthEast,N1_NorthWest,N1_SouthEast,N204_NorthEast,N204_SouthWest,N206_NorthEast,N206_SouthWest,N207_NorthEast,N207_SouthWest,N209_NorthWest,N209_SouthEast,N210_NorthEast,N210_SouthWest,N2_NorthEast,N2_SouthWest
N102_NorthWest,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0340577531785469,1.0256212378453464,1.0281753817282264,1.0,1.0,1.0271237620626306,1.0157467734204406,1.011361607142857,1.0153516160186868,1.0094897312324813,1.007250615388365,1.0101484971799815,1.0095298867732465,1.0191915093671309,1.0170525513088524,1.0,1.0231216747053853,1.0338196286472148,1.0,1.0,1.0,1.0032761218438506,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.177196082131156,1.1703268889008562,1.203040209218699,1.1752566084096223,1.2383110755240356,1.170523138832998,1.1249824188054574,1.1206735637244112,1.1298876275656462,1.1353040914680252,1.1458444090023039,1.129984544049459,1.13442962486832,1.1567019400352734,1.1416878960088837,1.2196228216758176,1.2342526450725944,1.1264787414868982,1.0637189379670697,1.065002874113815,1.060987650409981,1.0834250347432102,1.0398735581188998,1.0677891029692168,1.070634545208812,1.0607881857989183,1.061102440232875,1.0487464940668825,1.212809917355372,,1.7189630276369252,1.691617012533388,1.7471575279662572,1.4292823789628901,1.5799766286060233,1.6908800871527507,1.6297809229746403,1.6188761002031145,1.6380574701790829,1.5630623182736552,1.5618534878406072,1.5050978260869565,1.5150015929236709,1.6471962158236666,1.6368828880906177,1.5530755152383227,1.6945094831302168,1.4336620644312952,1.3787618290832913,1.3149770430567753,1.3060794908343554,1.3625819314641745,1.2629483395815053,1.2912447342295206,1.3085649840874214,1.2933997397586037,1.3051265182186236,1.291760348583878,1.507830211191982,,3.4946853892641307,3.259996932672154,3.214389509126351,2.7386641788050237,3.053181818181818,3.064474520735524,2.934427866284766,2.950717936237527,3.0512757890819433,2.9667902036141616,2.963586438821592,2.891749429853601,2.920951852732219,2.9496162829496164,2.975903926288273,3.120191352241433,3.2137697754450247,2.871914602251681,2.6302180883146566,2.4796839601907057,2.464778205276121,2.63470760191812,2.4100549736275165,2.53580522371486,2.527184735794007,2.4965697417277806,2.4690153339247245,2.507973941368078,3.263620986408689
N102_SouthEast,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.037386243934449,,1.0,1.0156836234578333,1.0,1.0,1.026763408500639,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0190771662981255,1.0305057051069015,1.0176744263055069,1.0092123287671233,1.0104527968720438,1.0134988716996196,1.0111142178107089,1.0094173545950196,1.010473325813594,1.007215599012474,1.0081627513760476,1.0078527439638552,1.0,1.17267635360013,,1.1426093850651602,1.1968589177755942,1.1968936011904763,1.2761369065716892,1.1442718667237717,1.111029411764706,1.1017539658784796,1.1187701671483843,1.130809756097561,1.1228394095863976,1.1207109314825703,1.111906642098798,1.137674418604651,1.1163494713411242,1.2215221915958823,1.2408227539482666,1.1493449534534959,1.1087371895084246,1.0876280991735536,1.0927312243419463,1.1122991064380663,1.0784659117386644,1.1007820969490476,1.0936135348818157,1.08846301321378,1.092237355798867,1.0815784063206744,1.2729375057355234,1.7213641065886633,,1.6432078559738135,1.7372911482403128,1.5309592435275081,1.786463141913379,1.6827368354047647,1.5545037292025243,1.588826948019555,1.5986229528789235,1.4894936633189861,1.4977661529761064,1.453512431880109,1.4766955527471868,1.6041405820977486,1.5813760000000001,1.7141044862184291,1.6902008520998173,1.547828921262967,1.5702124058559703,1.4396265377855888,1.397693697941223,1.4456688706338077,1.3820085356094958,1.4099281099281098,1.4015214815738606,1.3936731950844854,1.400860767139837,1.3677339970162157,1.760080131123657,3.526453130455556,,2.647338054025701,2.8616368330170454,2.739888168896321,3.3575686608473494,2.8148910058889482,2.6186168188736683,2.7727283850916478,2.8114096342762456,2.7556266111441605,2.793603806661658,2.701282307980256,2.7474531815089343,2.570625358577166,2.5530190796857464,3.2671334980973676,3.1800899215135923,3.0949734661829207,3.0604498670624887,2.752090032154341,2.7303048957745513,2.8655564997088856,2.730642143935808,2.7639576787204203,2.7685565365386657,2.731413118131868,2.7166426287554466,2.7160694461163946,3.3506365579407116
N104_NorthEast,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.019440149293522,1.0,,1.0315090050708167,1.0,1.0,1.0351554301438866,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0197929849504457,1.0230659963822397,1.016075275630465,1.0080122860223226,1.007555337744017,1.0091488458694997,1.0117993473605493,1.0072312469407734,1.0094513654116304,1.0081503119477804,1.0073564079096986,1.0079561648609459,1.0,1.168196274420718,1.1318437407517015,,1.2585264669512146,1.1836445953593662,1.2189339418407348,1.1553738168940524,1.0863448944943004,1.0801110433794092,1.1015289525048797,1.1164016048726253,1.1158324199244916,1.1179607290257296,1.1020244636316066,1.0843785430839004,1.126133419689119,1.213827528831258,1.2430026221111043,1.1451952391802016,1.1263071895424837,1.1007643826638318,1.1055693453304374,1.1058783395575984,1.0851676939085888,1.0992030714635341,1.0993592500215017,1.097558276267552,1.0937046004842614,1.0915809289495264,1.2047175047175047,1.7033393548387097,1.6572257028944235,,1.8320826212943013,1.5598141373831431,1.735102067956646,1.6782287735570043,1.5166034555415087,1.552493050215887,1.5944033656297807,1.4653561625287723,1.4663756704325002,1.4177818037828778,1.4294127545010937,1.5582919426048567,1.5426487635239567,1.7062045306677707,1.6835130715308084,1.5703124082102617,1.5731999481999484,1.44797586289406,1.4446754729288975,1.4797840349917988,1.431350907157359,1.4425423716006376,1.4404234238932054,1.428112173139298,1.4271156449156843,1.4062244754259963,1.6943890954780245,3.249454753068798,2.6418142525827535,,2.8709991086621827,2.7772644879714203,3.1095970970970974,2.759198696825377,2.521368504460292,2.8030384567620152,2.7947675665910143,2.792807177615572,2.8225189435738987,2.700753640800486,2.7448554421768705,2.436650028935185,2.467225161669606,3.030627698854747,3.175619322727498,3.052583036668899,3.0140719348910476,2.754006643526294,2.730678163132858,2.832111138907999,2.7186540875749983,2.744246968996186,2.7337329679531095,2.715606782682452,2.6893926724918824,2.7335040253574214,3.095551702872834
N104_SouthWest,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.028150572831424,1.0146273006962812,1.0321466009240208,,1.0070410956945666,1.0075819255037655,1.037467700258398,1.0113285675221688,1.006687675070028,1.0062441632638115,1.0054176745419,1.0057939451218887,1.0038779154112265,1.004384298512238,1.0111678995151816,1.0117136088444327,1.0071637426900584,1.0222581053698074,1.0298460011849768,1.0193003481139076,1.0095766967046853,1.0092509077453224,1.0143527527368517,1.0154597752944003,1.01041024448914,1.011539927857122,1.0118921064671529,1.0119642120833305,1.0082324396383922,1.010746182656295,1.195128247834777,1.1952771169266014,1.261368818140364,,1.2074280542986426,1.252636094956621,1.1883741082584338,1.135299853729888,1.1177586659663865,1.1570140875479031,1.133488230575609,1.1410924000275458,1.1314079048855277,1.1312490486174878,1.173108768528616,1.1653621417597175,1.2241355099175004,1.2512706368957902,1.1626003882312639,1.1442760455833865,1.116193640095191,1.1144611257287316,1.1205718235304034,1.1115329201637434,1.1120397034069252,1.1198136724691568,1.1112988656684004,1.116603512533187,1.1007841321433651,1.2363335723962068,1.76561062851303,1.7336711514939718,1.8132033008252064,,1.6147426764157886,1.751378840306176,1.7318842037498994,1.6462864426325692,1.6351026649191789,1.6523969072164948,1.514613411137381,1.524155105344816,1.4647966536609371,1.490950990325208,1.6545301946365054,1.6682426899812461,1.7658263305322128,1.7027262049961602,1.612156993798968,1.6060355518809424,1.4718125535639244,1.497844683998028,1.5087475345167651,1.455477380271652,1.470234821239687,1.5002598067915691,1.4672610339123737,1.457634310540282,1.4437379102175174,1.7515338557066824,3.2025931928687195,2.792596531553939,2.877005956219887,,2.8282748256203343,3.1513266145619085,2.8361574357405144,2.663645582456585,2.8604554449766253,2.8567825540515295,2.8353651511819105,2.815514469453376,2.744906409642401,2.815716338763063,2.635756419153366,2.644935011347225,3.051551724137931,3.175477148881404,3.0881510223119784,3.046425191430784,2.7592689748739354,2.739628163492102,2.836285004680532,2.735392620547128,2.761435988919346,2.803492543792452,2.75055551791884,2.7458629296794315,2.7603615896298823,3.1031682016844555
N105_NorthWest,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0075675958028898,,1.0,1.0105015706588445,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0160501686283538,1.0129603336587099,1.0,1.0,1.0,1.0018410022792006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.130579608001074,1.1691360008570357,1.1730165064393252,1.20648546709201,,1.042896174863388,1.1789466502933552,1.138519783238067,1.135051605139396,1.1414687455032648,1.1481855437429471,1.141849619270273,1.1381276170495023,1.1275254003183819,1.1576336655674535,1.1465213618498291,1.0,1.2282163261643386,1.144238395923341,1.1179337231968811,1.1000043325410973,1.1036092319226032,1.1035490981062481,1.0949443389934848,1.0958403559630554,1.1000479905495533,1.0935353402279164,1.0907604740335213,1.0842540691688085,1.0,1.43742673992674,1.5257981992757235,1.5664103329849184,1.6113055000885437,,1.0992737290257952,1.6023031434796142,1.5415448343079923,1.5650992818360692,1.56874921565373,1.4915445146396258,1.4911160998832402,1.4758770822462732,1.474579051559233,1.5593078243757468,1.5399552204339402,1.0465044339038978,1.6457436072660236,1.4204751031878458,1.407512997656902,1.3532851737186102,1.3414713416633919,1.3747701994668629,1.315385431400283,1.3561500999001,1.3327871883307727,1.3463142572588676,1.3454595452892284,1.3288271489837777,1.0501432664756447,2.7929698506621583,2.829019805671923,2.8025537348371996,2.8603740238904,,1.789081225033289,2.8106070074574014,2.6946222024502084,2.813932896942099,2.8061037885584157,2.78285819065025,2.7930767259005798,2.7438123511339705,2.761989815307441,2.688589716408719,2.6846171765802147,1.7150641025641027,3.0714461263755553,2.831452180853561,2.7203065134099615,2.5691776468691008,2.600277028052964,2.6676690724405243,2.5626020995212864,2.5847497611084567,2.6156033393918854,2.582409768915681,2.5820247871109236,2.5951673229426024,1.7263216783216782
N105_SouthEast,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0078810529736757,1.0,,1.0155980974517906,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0183303738943983,1.0157299192520186,1.0,1.0,1.0,1.0030247916827904,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.222345433622764,1.29140866873065,1.2198141031370096,1.2362879767291532,1.0435146443514645,,1.2050909914361,1.1607865456007436,1.1411391617957967,1.1555919808346993,1.1510955943474648,1.1449751861042183,1.143027360988526,1.1454727773650528,1.1783965579929705,1.1724583902433128,1.0,1.2324446580063626,1.1663019451812555,1.1417366208820816,1.1167878243349942,1.1108735759110129,1.1190695719805308,1.0960349409319334,1.1138757489750868,1.1184077736106375,1.0957047263081747,1.1116814257557672,1.0970264027534788,1.0,1.5346017618744892,1.8144572596539894,1.7197884748443215,1.7773319882042524,1.099626400996264,,1.6970046773806668,1.6436857841223318,1.6410737359843275,1.6499741541582547,1.557599105684066,1.5502933298276174,1.4978344471062917,1.5223037373342554,1.6702039893015397,1.6639647359894818,1.1156512605042017,1.6766280575287817,1.518619356187291,1.4899631574437875,1.3957973008385745,1.395791856351209,1.4333433966061613,1.3715146040349293,1.3772877223178428,1.390651063720584,1.3721674577096266,1.3717305319115274,1.3557479106259596,1.136374521072797,3.110737181255448,3.443986024382991,3.1500300163537376,3.1425656902437087,1.805807024217066,,2.995505999299352,2.8943754491555875,2.957600975076703,2.9769884791467525,2.958410889203504,2.940736206662733,2.83064654643602,2.8650758369935905,2.884130375899118,2.868489016213431,1.735704037712646,3.184051840518405,2.980099110260164,2.8763047014074767,2.672169811320755,2.688653415822035,2.7439592179164505,2.6426219242272104,2.6872462919594065,2.6514870694501105,2.6678326474622773,2.619903200191583,2.704564578444618,1.7828654188948307
N107_NorthWest,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0293670305858822,1.0182089034161579,1.0285674936549472,1.0275936859862633,1.0131667967733542,1.012037037037037,,1.290537084398977,1.0516896515422676,1.0614276960784312,1.0269247849471208,1.025886774723984,1.0192737636046483,1.027986595417082,1.0872082166199812,1.1199224161817678,1.0128773542398848,1.0395965343333764,1.029880697124636,1.0243359040274207,1.0145015275881004,1.0130272674183551,1.0169717138103163,1.0141719430154332,1.0123865065751858,1.0122550385436984,1.0132901600007411,1.0145231181594818,1.0097623911407376,1.0152588080086915,1.1829127543035993,1.1543048283885982,1.1564988387524884,1.1968699722100336,1.1775375375375376,1.1817773421547006,,1.6892822025565388,1.1653580217977264,1.3127340823970037,1.2114216852385127,1.1765458048695043,1.1568704489496568,1.1697714853452559,1.2593015873015871,1.2669770328988206,1.1961347906660111,1.3099725548296213,1.1500479202606861,1.1397232174967034,1.1185952037740794,1.1102460663619989,1.119835842701189,1.1130934780772155,1.112068335504284,1.1249512398996935,1.106962962962963,1.111831230969987,1.1014092777451556,1.1843358244937319,1.6880243207881167,1.6628032452739698,1.6610527864090165,1.744687519588792,1.6090909090909091,1.7033509814049586,,2.812285456187895,1.8179207028610047,2.054613935969868,1.5339877300613496,1.5427769761103094,1.4139745403111739,1.4416678409820407,1.9132776230269266,1.9399578440228848,1.6844234796576052,1.7524506107676068,1.5967946612041921,1.6103521780081724,1.5049403747870527,1.4982467123020464,1.5173735263921833,1.4949161521690404,1.4838779422575203,1.4956863809007055,1.4826452532658345,1.4895721251802845,1.4608523492672572,1.6933019301470589,3.0994234638600835,2.813720601678717,2.729827562202908,2.842762686469937,2.7888286116134218,3.0164737930485965,,4.141018766756032,3.4508916948711272,4.094919495213229,3.118160506758442,3.144879564879565,2.9569306930693067,3.0660734722826697,3.3215823152995925,3.4065083553210203,2.9199506642133572,3.440483929685875,2.988173668862728,2.956624276755314,2.735917785072229,2.7415043151934513,2.7651917462911118,2.763626532083634,2.745488105004102,2.748655211912944,2.7510584333235784,2.744015257469803,2.7492971513684603,2.9636948529411766
N107_SouthEast,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0179571386467938,1.0,1.0,1.0083962767330226,1.0,1.0,1.2478411053540588,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0290391683149342,1.0160690241655446,1.011593951484662,1.0056887366818872,1.0063262942172324,1.008703888334995,1.0074797234801298,1.0079974226315689,1.0045006873434648,1.0059321132155778,1.0058831558831558,1.0067803987878992,1.0,1.1275052490933386,1.1046322378716744,1.0813594867999012,1.1398609638270296,1.150375939849624,1.1725774225774224,1.6890162368672397,,1.086071987480438,1.0626780626780625,1.1186472039473685,1.1204906204906204,1.132088729677597,1.1151651101751816,1.0755707382102981,1.042824822236587,1.1575517532741868,1.2808463438384698,1.1259171422218928,1.1100250626566417,1.0960153000594177,1.100393838613688,1.1002753643830412,1.0877977492242696,1.0988038277511962,1.104880547202855,1.0973010825952003,1.093817736311375,1.0834814280435663,1.1548375764362329,1.6424255820807545,1.5723873873873875,1.5206171854216548,1.6506251935899316,1.5519156346749228,1.6642483410561513,2.942283105022831,,1.6168571053322827,1.6768702404061522,1.3549376370614035,1.3778934564058531,1.3578889210450158,1.3033626649905719,1.4461225931814166,1.4328789450288932,1.6222809828028797,1.6935126990375609,1.5519059366544643,1.561904761904762,1.4568194444444444,1.45563608535158,1.4946614957387725,1.4484263665763943,1.4552797202797203,1.462202421046554,1.4589555024637897,1.4265766912825737,1.4352018205773147,1.6073885405781956,2.9751053236307925,2.623393316195373,2.6153697251258228,2.6987494824016562,2.6888730836099257,2.8716222765506023,4.634305923961096,,3.1211378927428313,3.55029835029835,3.0091196661731052,2.976173432866346,2.8232946788880717,2.840265960799143,2.592245989304813,2.6938295936931476,2.804320416083847,3.3724213724213725,2.9347823280313987,2.8395563585265484,2.704267043592265,2.683942052642318,2.784238779263383,2.6834447459571558,2.7056889331598635,2.682757424105231,2.711380308880309,2.6939700876164965,2.672180882684542,2.855429952608636
