,road,id,model_type,name,lat,lon,length,condition,length_class
680,N1,LRP354a,bridge,EIDGAON BAZAR PC GIDER BRIDGE,21.5554256122448,92.0679503244898,46.0,A,M
681,N1,LRP354ar,link,road340,21.55124610940105,92.06742284994979,719.9999999999627,-,-
682,N1,LRP354d,bridge,eidgaon,21.5470666065573,92.0668953754098,44.6,C,M
683,N1,LRP354dr,link,road341,21.53629817304605,92.0661102999142,2270.4000000000547,-,-
684,N1,LRP357a,bridge,SHAT GOREA PARA BOX CULVERT,21.5255297395348,92.0653252244186,14.0,A,M
685,N1,LRP357ar,link,road342,21.52463148372085,92.06544999215114,191.99999999996044,-,-
686,N1,LRP357c,bridge,KALIRCHARA BOX CULVERT,21.5237332279069,92.0655747598837,8.0,A,S
687,N1,LRP357cr,link,road343,21.5222520843238,92.0658594114233,330.99999999999864,-,-
688,N1,LRP357d,bridge,KALIRCHARA BAZAR BOX CULVERT,21.5207709407407,92.0661440629629,15.4,A,M
689,N1,LRP357dr,link,road344,21.5201398749649,92.06640934661655,137.60000000002,-,-
690,N1,LRP357f,bridge,KALIRCHAR,21.5195088091891,92.0666746302702,5.0,A,S
691,N1,LRP357fr,link,road345,21.516625391151152,92.0680077604181,702.99999999997,-,-
692,N1,LRP358a,bridge,RASHIDNAGAR,21.5137419731132,92.069340890566,3.0,A,S
693,N1,LRP358ar,link,road346,21.512090835384697,92.07010077301734,414.00000000003,-,-
694,N1,LRP358b,bridge,ROSHIDNAGAR CULVERT,21.5104396976562,92.0708606554687,2.5,A,S
695,N1,LRP358br,link,road347,21.508473312560447,92.07208164868506,520.4999999999677,-,-
696,N1,LRP359a,bridge,DOLERCHARA CULVERT,21.5065069274647,92.0733026419014,7.5,A,S
697,N1,LRP359ar,link,road348,21.5058194352112,92.07387394859151,190.50000000003593,-,-
698,N1,LRP359b,bridge,DOLERCHARA CULVERT,21.5051319429577,92.0744452552816,12.4,A,M
699,N1,LRP359br,link,road349,21.5004427176114,92.07606192045844,1154.599999999973,-,-
700,N1,LRP360a,bridge,ROSHIDNAGAR (2),21.4957534922651,92.0776785856353,14.0,A,M
701,N1,LRP360ar,link,road350,21.49531150331485,92.07800664044194,114.00000000004275,-,-
702,N1,LRP360c,bridge,"ROSHIDNAGAR U,R CULVERT",21.4948695143646,92.0783346952486,14.1,A,M
703,N1,LRP360cr,link,road351,21.48654129140015,92.08652493659075,2781.8999999999924,-,-
704,N1,LRP363b,bridge,JOARIANALA CULVERT,21.4782130684357,92.0947151779329,7.2,A,S
705,N1,LRP363br,link,road352,21.47686475901785,92.0957509145664,374.800000000005,-,-
706,N1,LRP364a,bridge,JOARIANALA,21.4755164496,92.0967866511999,14.0,A,M
707,N1,LRP364ar,link,road353,21.4746805411793,92.09739961870335,223.99999999999955,-,-
708,N1,LRP364c,bridge,JORIANALA,21.4738446327586,92.0980125862068,3.0,A,S
709,N1,LRP364cr,link,road354,21.4719500815478,92.09932640471385,525.9999999999964,-,-
710,N1,LRP364d,bridge,JOARIANALA BAZAR PC GIDER BRIDGE(L),21.470055530337,92.1006402232209,57.6,A,L
711,N1,LRP364dr,link,road355,21.46779853056355,92.1016484557521,516.3999999999554,-,-
712,N1,LRP365a,bridge,JOARIANALA CULVERT,21.4655415307901,92.1026566882833,14.0,B,M
713,N1,LRP365ar,link,road356,21.4580492329626,92.10106241576325,2082.0000000000036,-,-
714,N1,LRP367a,bridge,MITA CHARI BOX CULVERT,21.4505569351351,92.0994681432432,9.2,A,S
715,N1,LRP367ar,link,road357,21.44697174881755,92.1003680109073,831.8000000000081,-,-
716,N1,LRP368a,bridge,RAMU HOSPITAL GATE,21.4433865625,92.1012678785714,1.5,A,S
717,N1,LRP368ar,link,road358,21.44261276696425,92.1009881178571,206.50000000002683,-,-
718,N1,LRP368c,bridge,MITACMARI RAMU BRIDGE,21.4418389714285,92.1007083571428,58.6,B,L
719,N1,LRP368cr,link,road359,21.439519963330497,92.09953781476325,523.3999999999936,-,-
720,N1,LRP369a,bridge,MARULA (WEST),21.4372009552325,92.0983672723837,3.0,A,S
721,N1,LRP369ar,link,road360,21.435704708824296,92.09781398954755,348.99999999997544,-,-
722,N1,LRP369b,bridge,MARULA BOX CULVERT,21.4342084624161,92.0972607067114,2.5,A,S
723,N1,LRP369br,link,road361,21.43250861090235,92.09668949942555,407.500000000025,-,-
724,N1,LRP369c,bridge,RAMU BRAC OFFICE,21.4308087593886,92.0961182921397,7.2,A,S
725,N1,LRP369cr,link,road362,21.429824395517052,92.0957548391078,224.7999999999709,-,-
726,N1,LRP370a,bridge,RAMU BY PASS MORE,21.4288400316455,92.0953913860759,3.5,A,S
727,N1,LRP370ar,link,road363,21.4285958144143,92.09473140641819,170.50000000003502,-,-
728,N1,LRP370c,bridge,RAMU MOUR BOX CULVDERT,21.4283515971831,92.0940714267605,12.8,A,M
729,N1,LRP370cr,link,road364,21.42812379059155,92.09176112138024,470.2000000000041,-,-
730,N1,LRP370e,bridge,ROMA CALLAGE BOX CULVERT,21.427895984,92.089450816,18.8,A,M
731,N1,LRP370er,link,road365,21.42750118040575,92.08673831959419,555.1999999999555,-,-
732,N1,LRP371a,bridge,ROMA TECHIPUL,21.4271063768115,92.0840258231884,8.2,A,S
733,N1,LRP371ar,link,road366,21.42694054504635,92.08223427995355,371.8000000000523,-,-
734,N1,LRP371c,bridge,SAMBAR PUL CULVERT,21.4267747132812,92.0804427367187,7.4,A,S
735,N1,LRP371cr,link,road367,21.426623156640602,92.07860991835935,373.5999999999718,-,-
736,N1,LRP372a,bridge,CHAKMARKOOL,21.4264716,92.0767771,12.4,A,M
737,N1,LRP372ar,link,road368,21.4269185249042,92.07383529042144,633.600000000015,-,-
738,N1,LRP372c,bridge,CHAKMAR KOOL BOX CULVERT,21.4273654498084,92.0708934808429,9.4,A,S
739,N1,LRP372cr,link,road369,21.42727072375915,92.0671683350779,859.5999999999714,-,-
740,N1,LRP373a,bridge,KHURUTIA BOX CULVERT,21.4271759977099,92.0634431893129,2.0,A,S
741,N1,LRP373ar,link,road370,21.42724246672565,92.0622544281165,256.0000000000382,-,-
742,N1,LRP373b,bridge,KHURULIA CULVERT,21.4273089357414,92.0610656669201,6.8,A,S
743,N1,LRP373br,link,road371,21.42757219398345,92.05951652648676,323.1999999999841,-,-
744,N1,LRP374a,bridge,KHURULIA SCHOOL BOX CULVERT,21.4278354522255,92.0579673860534,16.6,A,M
745,N1,LRP374ar,link,road372,21.4279325685497,92.0568622110939,217.39999999998045,-,-
746,N1,LRP374c,bridge,KHURULIA SCHOOL BOX CULVERT,21.4280296848739,92.0557570361344,18.6,A,M
747,N1,LRP374cr,link,road373,21.4280440898507,92.05449260384304,248.3999999999959,-,-
748,N1,LRP374e,bridge,KHURULIA CHAIRMAN PARA BOX CULVERT,21.4280584948275,92.0532281715517,7.2,A,S
749,N1,LRP374er,link,road374,21.42779149741375,92.05093819441515,464.80000000003685,-,-
750,N1,LRP375a,bridge,SARKAR PARA BRIDGE,21.4275245,92.0486482172786,13.0,A,M
751,N1,LRP375ar,link,road375,21.4284848551282,92.04651446825466,499.00000000000045,-,-
752,N1,LRP375c,bridge,WEST DOVGE BOX CULVERT,21.4294452102564,92.0443807192307,10.9,A,M
753,N1,LRP375cr,link,road376,21.429616805128198,92.04198764441534,489.1,-,-
754,N1,LRP376a,bridge,MUKTAR KUL,21.4297884,92.0395945696,9.2,A,S
755,N1,LRP376ar,link,road377,21.4295958814917,92.0357416593856,832.7999999999845,-,-
756,N1,LRP377a,bridge,Bakkhali Bridge,21.4294033629834,92.0318887491712,136.3,C,L
757,N1,LRP377ar,link,road378,21.429864573221,92.0307547238337,132.70000000000545,-,-
758,N1,LRP377c,bridge,MOHURI RARA BOX,21.4303257834586,92.0296206984962,3.5,A,S
759,N1,LRP377cr,link,road379,21.430239852598852,92.02898209707415,140.50000000000546,-,-
760,N1,LRP377d,bridge,RABAR DAM BOX,21.4301539217391,92.0283434956521,10.3,A,M
761,N1,LRP377dr,link,road380,21.42832627139155,92.02611345165965,604.7000000000091,-,-
762,N1,LRP377f,bridge,LINK ROAD CULVERT,21.426498621044,92.0238834076672,9.0,A,S
763,N1,LRP377fr,link,road381,21.424780841278,92.02533568330095,601.99999999999,-,-
764,N1,LRP378a,bridge,BESIC AREA,21.423063061512,92.0267879589347,4.5,C,S
765,N1,LRP378ar,link,road382,21.4228676147766,92.02704020549825,65.49999999999318,-,-
766,N1,LRP378b,bridge,BASIC ARIA (1),21.4226721680412,92.0272924520618,11.3,C,M
767,N1,LRP378br,link,road383,21.4210369757499,92.0294876790384,582.6999999999941,-,-
768,N1,LRP379a,bridge,KAMBIR GONA,21.4194017834586,92.031682906015,2.4,C,S
769,N1,LRP379ar,link,road384,21.4182125131101,92.0332044895331,446.6000000000123,-,-
770,N1,LRP379b,bridge,HAMBIR GONA (1),21.4170232427616,92.0347260730512,7.2,B,S
771,N1,LRP379br,link,road385,21.4165700029742,92.03533089119591,163.79999999999228,-,-
772,N1,LRP379c,bridge,HAMBIR GONA-(2),21.4161167631868,92.0359357093406,8.1,C,S
773,N1,LRP379cr,link,road386,21.415188347338052,92.037304697649,354.8999999999995,-,-
774,N1,LRP380a,bridge,KANAR PARA,21.4142599314893,92.0386736859574,10.9,A,M
775,N1,LRP380ar,link,road387,21.413378387270498,92.03910026886425,358.0999999999714,-,-
776,N1,LRP380c,bridge,SHORAR COOL,21.4124968430517,92.0395268517711,8.3,A,S
777,N1,LRP380cr,link,road388,21.4117498877835,92.04193240379965,348.7000000000277,-,-
778,N1,LRP380e,bridge,SOUTH MITTA CHORI,21.4110029325153,92.0443379558282,8.3,B,S
779,N1,LRP380er,link,road389,21.4106258946527,92.0461873186548,421.7000000000068,-,-
780,N1,LRP381a,bridge,SOUTH MITHACHARI,21.4102488567901,92.0480366814814,2.2,B,S
781,N1,LRP381ar,link,road390,21.4102735213181,92.04884945274065,187.79999999999774,-,-
782,N1,LRP381b,bridge,SOUTH MITHACHARI,21.4102981858461,92.0496622239999,8.2,A,S
783,N1,LRP381br,link,road391,21.4101109348644,92.0507753337948,250.80000000001456,-,-
784,N1,LRP381c,bridge,SOUTH MITTA CULVERT,21.4099236838827,92.0518884435897,1.9,A,S
785,N1,LRP381cr,link,road392,21.40938180003655,92.05345612655675,375.09999999995273,-,-
786,N1,LRP382a,bridge,SOUTH MITHACHARI,21.4088399161904,92.0550238095238,3.0,A,S
787,N1,LRP382ar,link,road393,21.40839866164545,92.0555181509157,162.99999999999682,-,-
788,N1,LRP382b,bridge,SOUTH MITHACHARI,21.4079574071005,92.0560124923076,2.8,A,S
789,N1,LRP382br,link,road394,21.40715906071745,92.05702963540296,287.20000000002045,-,-
790,N1,LRP382c,bridge,SHAMMOTI PARA,21.4063607143344,92.0580467784983,10.0,D,M
791,N1,LRP382cr,link,road395,21.40525531574925,92.0599427411148,414.000000000035,-,-
792,N1,LRP383a,bridge,CHALATOLI,21.4041499171641,92.0618387037313,1.6,A,S
793,N1,LRP383ar,link,road396,21.403079646004052,92.0632896644436,472.3999999999895,-,-
794,N1,LRP383b,bridge,CHALIYATOLI,21.402009374844,92.0647406251559,3.6,A,S
795,N1,LRP383br,link,road397,21.40109863704175,92.0654117713232,258.40000000000043,-,-
796,N1,LRP383c,bridge,RAKALAN PARA STEEL BEAM AND RCC SLAB,21.4001878992395,92.0660829174905,8.0,C,S
797,N1,LRP383cr,link,road398,21.39948689847905,92.06630473498095,160.00000000000637,-,-
798,N1,LRP383d,bridge,CHALIYA TOLI -2 ARCH MASONRY,21.3987858977186,92.0665265524714,1.3,C,S
799,N1,LRP383dr,link,road399,21.3969001602386,92.06705748313226,443.69999999999317,-,-
800,N1,LRP384a,bridge,PANCHORI,21.3950144227586,92.0675884137931,8.3,A,S
801,N1,LRP384ar,link,road400,21.3929349667512,92.06803205730975,476.6999999999568,-,-
802,N1,LRP384b,bridge,PANCHORA STEEL BEAM AND RCC SLAB,21.3908555107438,92.0684757008264,22.0,C,M
803,N1,LRP384br,link,road401,21.3898303553719,92.0687190004132,215.0000000000232,-,-
804,N1,LRP385a,bridge,PANAR CHORH -3 SLAB CULVERT,21.3888052,92.0689623,2.7,C,S
805,N1,LRP385ar,link,road402,21.38812952297295,92.06933929459456,165.30000000000638,-,-
806,N1,LRP385b,bridge,PANCHARA SLAB CULVERT,21.3874538459459,92.0697162891891,2.7,B,S
807,N1,LRP385br,link,road403,21.38683622467745,92.0700023891968,150.30000000002002,-,-
808,N1,LRP385c,bridge,PANCHARA SLAB CULVERT,21.386218603409,92.0702884892045,2.9,C,S
809,N1,LRP385cr,link,road404,21.38592986837115,92.07037140440616,67.09999999999317,-,-
810,N1,LRP385d,bridge,PANCHARA SLAB CULVERT,21.3856411333333,92.0704543196078,1.8,C,S
811,N1,LRP385dr,link,road405,21.3850237975877,92.0704883321723,143.1999999999818,-,-
812,N1,LRP385e,bridge,PANAR CHORA SLAB CULVERT,21.3844064618421,92.0705223447368,2.8,B,S
813,N1,LRP385er,link,road406,21.383755772368403,92.0707016302631,154.19999999998225,-,-
814,N1,LRP385f,bridge,PANCHORI SLAB CULVERT,21.3831050828947,92.0708809157894,1.8,B,S
815,N1,LRP385fr,link,road407,21.38300637499995,92.07091599999995,22.20000000000091,-,-
816,N1,LRP385g,bridge,PANCHARA SLAB CULVERT,21.3829076671052,92.0709510842105,1.7,A,S
817,N1,LRP385gr,link,road408,21.3818749553403,92.07097467534545,254.30000000002866,-,-
818,N1,LRP386a,bridge,PANCHORI,21.3808422435754,92.0709982664804,0.8,A,S
819,N1,LRP386ar,link,road409,21.380230511731803,92.07080565251391,145.200000000015,-,-
820,N1,LRP386b,bridge,DALA -2 SLAB CULVERT,21.3796187798882,92.0706130385474,1.5,B,S
821,N1,LRP386br,link,road410,21.3794657899441,92.0705522121308,38.49999999996362,-,-
822,N1,LRP386c,bridge,DALA-2 SLAB CULVERT,21.3793128,92.0704913857142,1.5,A,S
823,N1,LRP386cr,link,road411,21.378581945779203,92.07042310487006,173.50000000001137,-,-
824,N1,LRP386d,bridge,DALA-3 SLAB CULVERT,21.3778510915584,92.0703548240259,2.2,C,S
825,N1,LRP386dr,link,road412,21.3773696600649,92.07073857629865,145.80000000002457,-,-
826,N1,LRP386e,bridge,DALA SLAB CULVERT,21.3768882285714,92.0711223285714,1.5,A,S
827,N1,LRP386er,link,road413,21.37658375879115,92.07143407994499,93.49999999997044,-,-
828,N1,LRP386f,bridge,DALA SLAB CULVERT,21.3762792890109,92.0717458313186,3.0,A,S
829,N1,LRP386fr,link,road414,21.3756821727663,92.07238706565926,210.99999999999864,-,-
830,N1,LRP386g,bridge,DHALLA SLAB CULVERT,21.3750850565217,92.0730282999999,2.4,C,S
831,N1,LRP386gr,link,road415,21.374811145890902,92.07354490664736,147.59999999997726,-,-
832,N1,LRP387a,bridge,PANAR CHORI SLAB CULVERT,21.3745372352601,92.0740615132948,1.3,A,S
833,N1,LRP387ar,link,road416,21.3744586271676,92.0744616274566,87.70000000005548,-,-
834,N1,LRP387b,bridge,PANAR HORA SLAB CULVERT,21.3743800190751,92.0748617416184,1.3,A,S
835,N1,LRP387br,link,road417,21.3740878889679,92.0757427015054,217.69999999999408,-,-
836,N1,LRP387c,bridge,PANCR CHAR SLAB CULVERT,21.3737957588607,92.0766236613924,1.3,C,S
837,N1,LRP387cr,link,road418,21.3731063023561,92.07725837938615,215.69999999998453,-,-
838,N1,LRP387d,bridge,TULA BAGAN SLAB CULVERT,21.3724168458515,92.0778930973799,1.3,C,S
839,N1,LRP387dr,link,road419,21.3715535583626,92.0784801880103,222.69999999998953,-,-
840,N1,LRP387e,bridge,TULA BAGAN BOX CULVERT,21.3706902708737,92.0790672786407,1.3,A,S
841,N1,LRP387er,link,road420,21.37021695490245,92.0793553805417,116.699999999995,-,-
842,N1,LRP387f,bridge,TELA BAGAN SLAB CULVERT,21.3697436389312,92.0796434824427,1.3,A,S
843,N1,LRP387fr,link,road421,21.36919442900755,92.07984749083965,146.70000000002454,-,-
844,N1,LRP388a,bridge,TULA BAGAN.,21.3686452190839,92.0800514992366,1.3,A,S
845,N1,LRP388ar,link,road422,21.36812223043745,92.08026008618546,141.69999999997225,-,-
846,N1,LRP388b,bridge,PARARHORA CULVERT,21.367599241791,92.0804686731343,1.3,B,S
847,N1,LRP388br,link,road423,21.3662630189087,92.08091520047441,331.7000000000268,-,-
848,N1,LRP388c,bridge,TULA BAGUN,21.3649267960264,92.0813617278145,7.1,C,S
849,N1,LRP388cr,link,road424,21.364513510623148,92.0813466665465,88.90000000000364,-,-
850,N1,LRP388d,bridge,TULA BAGAN,21.3641002252199,92.0813316052785,1.3,B,S
851,N1,LRP388dr,link,road425,21.36270032581085,92.080937849485,327.7000000000077,-,-
852,N1,LRP388e,bridge,TOLA BAGAN,21.3613004264018,92.0805440936915,1.6,B,S
853,N1,LRP388er,link,road426,21.360885313317702,92.08034835257004,102.399999999985,-,-
854,N1,LRP389a,bridge,TULA BAGAN,21.3604702002336,92.0801526114486,2.5,A,S
855,N1,LRP389ar,link,road427,21.360098993341047,92.07997757371496,90.50000000001774,-,-
856,N1,LRP389b,bridge,NORTH-CONIAPARA,21.3597277864485,92.0798025359813,1.3,A,S
857,N1,LRP389br,link,road428,21.3592368353971,92.0795710344626,121.69999999999045,-,-
858,N1,LRP389c,bridge,NORTH CONIAPARA,21.3587458843457,92.0793395329439,2.2,C,S
859,N1,LRP389cr,link,road429,21.35750059337285,92.07921111647195,293.7999999999923,-,-
860,N1,LRP389d,bridge,NORTH CONIA PARA BOX CULVERT,21.3562553024,92.0790827,4.0,A,S
861,N1,LRP389dr,link,road430,21.3531402488019,92.07875849676256,721.9999999999991,-,-
862,N1,LRP390a,bridge,Modomconiara,21.3500251952038,92.0784342935251,21.5,C,M
863,N1,LRP390ar,link,road431,21.34767870348975,92.0787023165756,521.5000000000064,-,-
864,N1,LRP390c,bridge,CONIA PARA,21.3453322117757,92.0789703396261,11.3,C,M
865,N1,LRP390cr,link,road432,21.343710764485948,92.0789121074766,362.6999999999668,-,-
866,N1,LRP391a,bridge,KHONIA POLONG,21.3420893171962,92.0788538753271,14.1,A,M
867,N1,LRP391ar,link,road433,21.33932296430585,92.07890878819626,632.8999999999913,-,-
868,N1,LRP391c,bridge,KHONIA POLONG.,21.3365566114155,92.0789637010654,2.3,B,S
869,N1,LRP391cr,link,road434,21.3351978442922,92.07900328280056,309.7000000000118,-,-
870,N1,LRP392a,bridge,DOA PATONG,21.3338390771689,92.0790428645357,24.1,C,M
871,N1,LRP392ar,link,road435,21.33037839045415,92.08050686905915,931.9000000000173,-,-
872,N1,LRP393a,bridge,JASOYA PALONG,21.3269177037394,92.0819708735826,45.6,C,M
873,N1,LRP393ar,link,road436,21.32535231481085,92.0838569259089,502.4000000000018,-,-
874,N1,LRP393c,bridge,JASOYA PALONG RCC GIDER BRIDGE,21.3237869258823,92.0857429782352,5.0,C,S
875,N1,LRP393cr,link,road437,21.3224478541176,92.08731330676466,442.00000000000273,-,-
876,N1,LRP394a,bridge,MORICHIA,21.3211087823529,92.0888836352941,11.2,D,M
877,N1,LRP394ar,link,road438,21.320845955123,92.0891901992494,76.79999999996544,-,-
878,N1,LRP394c,bridge,Jasoya check post.,21.3205831278931,92.0894967632047,1.3,B,S
879,N1,LRP394cr,link,road439,21.3183963970461,92.0917280182082,725.7000000000323,-,-
880,N1,LRP394e,bridge,MARIECHA BAZAR,21.3162096661991,92.0939592732117,49.3,C,M
881,N1,LRP394er,link,road440,21.31221825481005,92.0956120523953,996.6999999999923,-,-
882,N1,LRP395a,bridge,MORICHIA PALONG,21.308226843421,92.0972648315789,2.4,B,S
883,N1,LRP395ar,link,road441,21.30587168116995,92.0970567887624,572.5999999999887,-,-
884,N1,LRP396a,bridge,MORICHIA PALONG,21.3035165189189,92.0968487459459,2.3,C,S
885,N1,LRP396ar,link,road442,21.3016309404504,92.0971630025225,430.6999999999927,-,-
886,N1,LRP396b,bridge,SHAPUR STEEL BEAM AND RCC SLAB,21.2997453619819,92.0974772590991,61.3,D,L
887,N1,LRP396br,link,road443,21.29426008099095,92.09871611398935,1230.70000000003,-,-
888,N1,LRP398a,bridge,SHAPUR,21.2887748,92.0999549688796,14.1,A,M
889,N1,LRP398ar,link,road444,21.288162425,92.10000868008295,123.89999999997681,-,-
890,N1,LRP398b,bridge,COTBAZR MUSLIM HOS,21.28755005,92.1000623912863,11.0,B,M
891,N1,LRP398br,link,road445,21.2856441407718,92.1003085130928,421.9999999999927,-,-
892,N1,LRP398d,bridge,COURT BAZAR,21.2837382315436,92.1005546348993,10.3,A,M
893,N1,LRP398dr,link,road446,21.2788720112035,92.10248848993959,1161.7000000000255,-,-
894,N1,LRP400a,bridge,RATNAPALANG,21.2740057908634,92.1044223449799,14.0,A,M
895,N1,LRP400ar,link,road447,21.2728087158132,92.1050147144578,267.0000000000059,-,-
896,N1,LRP400c,bridge,CHADIRIKHANA,21.271611640763,92.1056070839357,23.5,A,M
897,N1,LRP400cr,link,road448,21.2696264566121,92.1073800376649,579.4999999999518,-,-
898,N1,LRP400e,bridge,EJILA,21.2676412724612,92.1091529913941,11.1,C,M
899,N1,LRP400er,link,road449,21.2673874077452,92.10951252117036,82.90000000005094,-,-
900,N1,LRP401a,bridge,HIZOLIA BRIDGE,21.2671335430292,92.1098720509466,50.6,C,L
901,N1,LRP401ar,link,road450,21.26635844543885,92.11096976419961,236.39999999997772,-,-
902,N1,LRP401c,bridge,MODDO RAJAPALONG,21.2655833478485,92.1120674774526,11.5,C,M
903,N1,LRP401cr,link,road451,21.262815358819353,92.1155267825025,942.5000000000077,-,-
904,N1,LRP402a,bridge,JADIMURA BRIDGE,21.2600473697902,92.1189860875524,6.6,C,S
905,N1,LRP402ar,link,road452,21.259335796223752,92.119852035944,234.39999999998545,-,-
906,N1,LRP402b,bridge,JADI MORA (2) CULVERT,21.2586242226573,92.1207179843356,2.4,A,S
907,N1,LRP402br,link,road453,21.2578396595429,92.1215672439535,246.60000000002364,-,-
908,N1,LRP402c,bridge,JADIMORA (3),21.2570550964285,92.1224165035714,17.0,A,M
909,N1,LRP402cr,link,road454,21.256130765787447,92.12340185722499,281.9999999999782,-,-
910,N1,LRP403a,bridge,JADIMORA (1),21.2552064351464,92.1243872108786,2.4,A,S
911,N1,LRP403ar,link,road455,21.254504617573197,92.1254921504393,271.60000000000093,-,-
912,N1,LRP403b,bridge,WEST OGALA,21.2538028,92.12659709,11.1,C,M
913,N1,LRP403br,link,road456,21.25212825,92.128673195,436.89999999997906,-,-
914,N1,LRP403d,bridge,OKYIA STATION,21.2504537,92.1307493,8.5,C,S
915,N1,LRP403dr,link,road457,21.24970909359795,92.1317951956466,537.5000000000491,-,-
916,N1,LRP404a,bridge,UKLIA-SHAHABMARKAT,21.2489644871959,92.1328410912932,2.4,C,S
917,N1,LRP404ar,link,road458,21.2473453732646,92.13507264931326,447.59999999998865,-,-
918,N1,LRP404b,bridge,UKHIYA BAZAR,21.2457262593333,92.1373042073333,20.7,B,M
919,N1,LRP404br,link,road459,21.23830236897355,92.14903067668645,3554.299999999989,-,-
920,N1,LRP408a,bridge,P. F PARA SLAB,21.2308784786138,92.1607571460396,2.0,A,S
921,N1,LRP408ar,link,road460,21.23009700594055,92.16105664554455,195.99999999997908,-,-
922,N1,LRP408b,bridge,KUTUB PALONG,21.2293155332673,92.1613561450495,11.3,C,M
923,N1,LRP408br,link,road461,21.2254177545124,92.1615297020702,911.7000000000019,-,-
924,N1,LRP409a,bridge,KUTU - PALONG MOSZID SLAB,21.2215199757575,92.1617032590909,2.2,B,S
925,N1,LRP409ar,link,road462,21.22024002887875,92.16189050854544,301.8000000000305,-,-
926,N1,LRP409b,bridge,KOSHO - BINNA - BRIDGE,21.218960082,92.162077758,10.9,C,M
927,N1,LRP409br,link,road463,21.218168065125,92.162280874875,184.09999999999317,-,-
928,N1,LRP409d,bridge,KASHO - BINNAI SLAB,21.21737604825,92.16248399175,2.1,C,S
929,N1,LRP409dr,link,road464,21.216693817194297,92.1630740740928,227.9000000000182,-,-
930,N1,LRP410a,bridge,KATU PALLANG SLAB,21.2160115861386,92.1636641564356,2.0,A,S
931,N1,LRP410ar,link,road465,21.215473774701948,92.1646076797484,238.99999999998545,-,-
932,N1,LRP410b,bridge,KUTUNG PALANG SLAB,21.2149359632653,92.1655512030612,1.8,A,S
933,N1,LRP410br,link,road466,21.214683412244852,92.16597897397955,97.19999999998954,-,-
934,N1,LRP410c,bridge,KOSUKONA,21.2144308612244,92.1664067448979,2.2,A,S
935,N1,LRP410cr,link,road467,21.210367794791303,92.16821238140415,1053.7999999999831,-,-
936,N1,LRP411a,bridge,BALAKHALI TV CENTER,21.2063047283582,92.1700180179104,6.4,A,S
937,N1,LRP411ar,link,road468,21.205322857822352,92.17018737185839,233.6000000000091,-,-
938,N1,LRP411b,bridge,BALUKHALI-2 SLAB,21.2043409872865,92.1703567258064,2.2,A,S
939,N1,LRP411br,link,road469,21.2031540802656,92.17037869677415,275.80000000002,-,-
940,N1,LRP412a,bridge,BALUKHALI KASTOM,21.2019671732447,92.1704006677419,3.1,A,S
941,N1,LRP412ar,link,road470,21.199799795914352,92.1704889661718,479.90000000000407,-,-
942,N1,LRP412b,bridge,Balukali Old bus Stand Bridge,21.197632418584,92.1705772646017,38.7,C,M
943,N1,LRP412br,link,road471,21.196473974581252,92.1705423653587,258.29999999996863,-,-
944,N1,LRP412d,bridge,BAKUHHALI KASHAMIA,21.1953155305785,92.1705074661157,3.0,A,S
945,N1,LRP412dr,link,road472,21.1930443147145,92.1692888930195,609.0000000000232,-,-
946,N1,LRP413a,bridge,BALUKHALI,21.1907730988505,92.1680703199233,9.4,B,S
947,N1,LRP413ar,link,road473,21.1898325169307,92.16697383786101,314.6000000000123,-,-
948,N1,LRP413b,bridge,BALUKHAKI,21.1888919350109,92.1658773557987,15.4,D,M
949,N1,LRP413br,link,road474,21.1864331832422,92.16259000036,925.5999999999741,-,-
950,N1,LRP414a,bridge,GOGU GONA,21.1839744314735,92.1593026449213,1.2,A,S
951,N1,LRP414ar,link,road475,21.181840571101553,92.1585668505722,527.7999999999963,-,-
952,N1,LRP415a,bridge,THANGKHALI BOX CULVERT,21.1797067107296,92.1578310562231,3.1,C,S
953,N1,LRP415ar,link,road476,21.1785619337153,92.15743413378165,272.90000000001044,-,-
954,N1,LRP415b,bridge,THANG KHALI BOX CULVERT,21.177417156701,92.1570372113402,3.1,B,S
955,N1,LRP415br,link,road477,21.176418983288748,92.1566449124602,238.90000000001865,-,-
956,N1,LRP415c,bridge,Thang Khali Bridge,21.1754208098765,92.1562526135802,48.2,D,M
957,N1,LRP415cr,link,road478,21.1739518081297,92.15577332327945,303.79999999997546,-,-
958,N1,LRP416a,bridge,CHANG KHALI BRIDGE,21.1724828063829,92.1552940329787,9.4,C,S
959,N1,LRP416ar,link,road479,21.1714275782943,92.15501640476094,240.6,-,-
960,N1,LRP416b,bridge,CHANG KHALI BRIDGE,21.1703723502057,92.1547387765432,31.1,B,M
961,N1,LRP416br,link,road480,21.1695968570383,92.15420058633609,181.9000000000223,-,-
962,N1,LRP416d,bridge,Jam Toli Bridge,21.1688213638709,92.153662396129,9.4,C,S
963,N1,LRP416dr,link,road481,21.168527147389952,92.15340418897355,77.59999999998908,-,-
964,N1,LRP416e,bridge,JAM TOLI BOX CULVERT,21.168232930909,92.1531459818181,3.0,A,S
965,N1,LRP416er,link,road482,21.16744913956515,92.15274181521735,222.9999999999991,-,-
966,N1,LRP416f,bridge,DAIM PARA BRIDGE,21.1666653482213,92.1523376486166,9.3,B,S
967,N1,LRP416fr,link,road483,21.1661189539525,92.15227292529639,121.69999999997181,-,-
