,road,id,model_type,name,lat,lon,length,condition
756,N1,LRP377c,bridge,MOHURI RARA BOX,21.4303257834586,92.0296206984962,3.5,A
757,N1,LRP377cr,link,road380,21.426694422485298,92.02820432871545,265.50000000000546,-
758,N1,LRP377d,bridge,RABAR DAM BOX,21.4301539217391,92.0283434956521,10.3,A
759,N1,LRP377dr,link,road381,21.42641304489015,92.02781797385694,133.70000000000545,-
760,N1,LRP377f,bridge,LINK ROAD CULVERT,21.426498621044,92.0238834076672,9.0,A
761,N1,LRP377fr,link,road382,21.4229502022513,92.02778315684111,606.0000000000091,-
762,N1,LRP378a,bridge,BESIC AREA,21.423063061512,92.0267879589347,4.5,C
763,N1,LRP378ar,link,road383,21.4200431521368,92.03075701599295,606.49999999999,-
764,N1,LRP378b,bridge,BASIC ARIA (1),21.4226721680412,92.0272924520618,11.3,C
765,N1,LRP378br,link,road384,21.419394465613998,92.0316140807012,58.69999999999318,-
766,N1,LRP379a,bridge,KAMBIR GONA,21.4194017834586,92.031682906015,2.4,C
767,N1,LRP379ar,link,road385,21.41683085747395,92.03517829598621,591.5999999999941,-
768,N1,LRP379b,bridge,HAMBIR GONA (1),21.4170232427616,92.0347260730512,7.2,B
769,N1,LRP379br,link,road386,21.41476004290665,92.03712646241115,441.8000000000123,-
770,N1,LRP379c,bridge,HAMBIR GONA-(2),21.4161167631868,92.0359357093406,8.1,C
771,N1,LRP379cr,link,road387,21.413559847851047,92.04013683258441,162.89999999999227,-
772,N1,LRP380a,bridge,KANAR PARA,21.4142599314893,92.0386736859574,10.9,A
773,N1,LRP380ar,link,road388,21.4122543941397,92.0433551837194,352.09999999999957,-
774,N1,LRP380c,bridge,SHORAR COOL,21.4124968430517,92.0395268517711,8.3,A
775,N1,LRP380cr,link,road389,21.4113975144489,92.0445945378855,360.69999999997134,-
776,N1,LRP380e,bridge,SOUTH MITTA CHORI,21.4110029325153,92.0443379558282,8.3,B
777,N1,LRP380er,link,road390,21.410463308199,92.04811319970895,348.7000000000277,-
778,N1,LRP381a,bridge,SOUTH MITHACHARI,21.4102488567901,92.0480366814814,2.2,B
779,N1,LRP381ar,link,road391,21.40954438649025,92.0515302455026,427.80000000000683,-
780,N1,LRP381b,bridge,SOUTH MITHACHARI,21.4102981858461,92.0496622239999,8.2,A
781,N1,LRP381br,link,road392,21.4091277964733,92.05283735815375,181.79999999999774,-
782,N1,LRP381c,bridge,SOUTH MITTA CULVERT,21.4099236838827,92.0518884435897,1.9,A
783,N1,LRP381cr,link,road393,21.40814219910855,92.05496761104399,257.1000000000146,-
784,N1,LRP382a,bridge,SOUTH MITHACHARI,21.4088399161904,92.0550238095238,3.0,A
785,N1,LRP382ar,link,road394,21.40649491667725,92.05843125662756,373.9999999999527,-
786,N1,LRP382b,bridge,SOUTH MITHACHARI,21.4079574071005,92.0560124923076,2.8,A
787,N1,LRP382br,link,road395,21.404983390972248,92.06037655873175,163.1999999999968,-
788,N1,LRP382c,bridge,SHAMMOTI PARA,21.4063607143344,92.0580467784983,10.0,D
789,N1,LRP382cr,link,road396,21.40327430678695,92.0620648479944,280.00000000002046,-
790,N1,LRP383a,bridge,CHALATOLI,21.4041499171641,92.0618387037313,1.6,A
791,N1,LRP383ar,link,road397,21.40146790744135,92.06418262810135,422.400000000035,-
792,N1,LRP383b,bridge,CHALIYATOLI,21.402009374844,92.0647406251559,3.6,A
793,N1,LRP383br,link,road398,21.3985118988013,92.06616451947451,470.3999999999895,-
794,N1,LRP383c,bridge,RAKALAN PARA STEEL BEAM AND RCC SLAB,21.4001878992395,92.0660829174905,8.0,C
795,N1,LRP383cr,link,road399,21.39552170499165,92.06727930915845,254.00000000000045,-
796,N1,LRP383d,bridge,CHALIYA TOLI -2 ARCH MASONRY,21.3987858977186,92.0665265524714,1.3,C
797,N1,LRP383dr,link,road400,21.393795548859302,92.06774442623569,166.70000000000636,-
798,N1,LRP384a,bridge,PANCHORI,21.3950144227586,92.0675884137931,8.3,A
799,N1,LRP384ar,link,road401,21.39123413435225,92.0686523514911,436.69999999999317,-
800,N1,LRP384b,bridge,PANCHORA STEEL BEAM AND RCC SLAB,21.3908555107438,92.0684757008264,22.0,C
801,N1,LRP384br,link,road402,21.388537057076398,92.06938209501544,462.9999999999568,-
